_id,name,email,phone,gender,birth_date,province,district,address,registered_at,segment,lifetime_value,total_orders,last_order_date
CUST0115,Bùi Công Thủy,bùi.công.thủy2004@gmail.com,0696332032,Nam,2004-04-06,Hà Nội,Cầu Giấy,"Số 56, Đường Nguyễn Trãi",2025-12-08T21:39:20Z,Thường,3856990,2,2026-05-30
CUST0116,Đỗ Thị Phúc,đỗ.thị.phúc2003@email.com,0834602551,Nữ,2003-03-17,Hải Phòng,Hồng Bàng,"Số 5, Ngõ Cách mạng tháng 8",2026-02-08T03:34:31Z,Bạc,15274647,9,2026-06-29
CUST0117,Nguyễn Ngọc Châu,nguyễn.ngọc.châu1998@gmail.com,0261280195,Nữ,1998-03-22,Quảng Ninh,Móng Cái,"Số 41, Ngõ Trần Hưng Đạo",2026-02-27T13:46:37Z,Vàng,12856527,6,2026-06-15
CUST0118,Nguyễn Hồng Lan,nguyễn.hồng.lan1999@yahoo.com,0919037185,Nữ,1999-06-01,Đà Nẵng,Thanh Khê,"Số 175, Ngõ Hùng Vương",2026-03-10T01:00:17Z,Bạc,8325902,5,2026-06-22
CUST0119,Đỗ Hồng Bình,đỗ.hồng.bình1999@outlook.com,0381285196,Nữ,1999-01-27,Quảng Ninh,Móng Cái,"Số 26, Phố Hùng Vương",2025-11-30T16:06:34Z,Thường,8053928,3,2026-05-29
CUST0120,Bùi Thanh Vân,bùi.thanh.vân2004@yahoo.com,0563466056,Nữ,2004-02-17,Hà Nội,Ba Đình,"Số 188, Phố Hùng Vương",2025-11-01T06:19:32Z,Vàng,18240059,11,2026-06-19
CUST0121,Đặng Minh Vân,đặng.minh.vân2001@email.com,0665686654,Nữ,2001-11-08,Thừa Thiên Huế,Phú Vang,"Số 87, Ngõ Cách mạng tháng 8",2026-02-04T00:23:24Z,Bạc,15738153,8,2026-06-17
CUST0122,Đỗ Gia Hùng,đỗ.gia.hùng2001@gmail.com,0335568744,Nam,2001-10-06,Thừa Thiên Huế,Huế,"Số 145, Đường Cách mạng tháng 8",2026-01-27T01:49:44Z,Bạc,14084686,6,2026-06-14
CUST0123,Hồ Hồng Vân,hồ.hồng.vân2004@outlook.com,0355769344,Nữ,2004-12-19,Quảng Ninh,Hạ Long,"Số 151, Phố Lê Lợi",2026-03-09T21:24:54Z,Bạc,9020605,5,2026-05-17
CUST0124,Hoàng Gia Lan,hoàng.gia.lan2006@outlook.com,0520883861,Nam,2006-07-04,Bình Dương,Thủ Dầu Một,"Số 72, Ngõ Cách mạng tháng 8",2026-02-28T11:14:46Z,Thường,6687660,2,2026-06-09
CUST0125,Lê Đức Hùng,lê.đức.hùng1996@outlook.com,0461332641,Nam,1996-09-11,Đà Nẵng,Ngũ Hành Sơn,"Số 123, Phố Lê Lợi",2025-12-05T06:05:47Z,Bạc,10908730,5,2026-06-24
CUST0126,Bùi Thanh Dũng,bùi.thanh.dũng2004@yahoo.com,0443666076,Nữ,2004-11-11,Hà Nội,Hai Bà Trưng,"Số 167, Đường Lê Lợi",2026-03-03T18:48:18Z,Bạc,15206950,9,2026-06-28
CUST0127,Hồ Thanh Anh,hồ.thanh.anh1998@yahoo.com,0364929287,Nữ,1998-06-27,Thừa Thiên Huế,Huế,"Số 23, Phố Trần Hưng Đạo",2025-12-30T06:40:55Z,Thường,3308346,2,2026-06-21
CUST0128,Phạm Đức Châu,phạm.đức.châu2008@yahoo.com,0396799337,Nam,2008-10-16,Thừa Thiên Huế,Phong Điền,"Số 184, Phố Trần Hưng Đạo",2026-02-12T05:19:09Z,Thường,5865320,4,2026-06-14
CUST0129,Vũ Đức Phúc,vũ.đức.phúc1994@email.com,0214029988,Nam,1994-02-19,Hà Nội,Tây Hồ,"Số 84, Ngõ Nguyễn Trãi",2026-02-22T09:05:56Z,Bạc,12367515,7,2026-05-31
CUST0130,Trần Gia Thủy,trần.gia.thủy2005@yahoo.com,0185584839,Nam,2005-02-01,Hải Dương,Hải Dương,"Số 134, Ngõ Trần Hưng Đạo",2025-11-14T17:57:08Z,Vàng,31205350,16,2026-06-30
CUST0131,Trần Thu Linh,trần.thu.linh2003@email.com,0288598121,Nữ,2003-07-07,Quảng Ninh,Uông Bí,"Số 106, Đường Cách mạng tháng 8",2025-11-21T04:19:52Z,Bạc,17165222,6,2026-05-30
CUST0132,Đỗ Thị Tú,đỗ.thị.tú1996@yahoo.com,0757101464,Nữ,1996-08-01,Cần Thơ,Cái Răng,"Số 197, Ngõ Cách mạng tháng 8",2026-02-02T22:12:35Z,Thường,1704134,2,2026-06-19
CUST0133,Trần Hữu Hùng,trần.hữu.hùng1996@outlook.com,0632776600,Nam,1996-06-13,Bắc Ninh,Tiên Du,"Số 177, Đường Nguyễn Trãi",2025-12-02T01:41:05Z,VIP,31690645,21,2026-06-29
CUST0134,Trần Thế Nam,trần.thế.nam2001@gmail.com,0884822443,Nam,2001-09-09,Quảng Ninh,Uông Bí,"Số 116, Phố Lê Lợi",2025-12-06T22:08:09Z,Vàng,20772004,9,2026-06-29
CUST0135,Vũ Thùy Vân,vũ.thùy.vân2008@gmail.com,0569694958,Nữ,2008-01-20,Cần Thơ,Ninh Kiều,"Số 142, Đường Trần Hưng Đạo",2026-01-25T15:56:39Z,Thường,4459295,2,2026-06-11
CUST0136,Ngô Phương Trang,ngô.phương.trang1995@outlook.com,0788348018,Nữ,1995-07-13,Hà Nội,Tây Hồ,"Số 139, Phố Trần Hưng Đạo",2025-11-12T11:05:19Z,Thường,1728954,2,2026-06-01
CUST0137,Vũ Minh Phúc,vũ.minh.phúc2007@gmail.com,0433951822,Nam,2007-11-07,Bình Dương,Thủ Dầu Một,"Số 30, Đường Cách mạng tháng 8",2025-11-03T03:32:04Z,Thường,4825545,2,2026-06-05
CUST0138,Nguyễn Minh Bình,nguyễn.minh.bình2001@yahoo.com,0951732939,Nữ,2001-06-28,Cần Thơ,Phong Điền,"Số 111, Phố Nguyễn Trãi",2026-02-08T12:04:23Z,Thường,8272998,4,2026-06-15
CUST0139,Hoàng Ngọc Tú,hoàng.ngọc.tú2006@gmail.com,0722105002,Nữ,2006-11-14,Hải Phòng,Ngô Quyền,"Số 73, Phố Lê Lợi",2026-02-16T21:35:20Z,Thường,482636,1,2026-05-27
CUST0140,Trần Gia Hoa,trần.gia.hoa1994@outlook.com,0986509406,Nam,1994-08-22,Thừa Thiên Huế,Hương Trà,"Số 1, Phố Hùng Vương",2026-02-03T20:40:35Z,Thường,8401090,3,2026-04-22
CUST0141,Hồ Gia Dũng,hồ.gia.dũng1990@yahoo.com,0819289113,Nam,1990-04-13,Hải Dương,Nam Sách,"Số 147, Phố Hùng Vương",2025-12-07T23:03:37Z,Thường,1086703,1,2026-05-25
CUST0142,Phạm Minh Dũng,phạm.minh.dũng1996@outlook.com,0418063502,Nam,1996-04-10,Hải Phòng,Kiến An,"Số 130, Phố Trần Hưng Đạo",2025-12-25T06:27:12Z,Thường,838064,1,2026-05-06
CUST0143,Hồ Hữu Nam,hồ.hữu.nam2000@gmail.com,0940503136,Nam,2000-04-10,Hải Phòng,Ngô Quyền,"Số 162, Ngõ Lê Lợi",2025-12-31T16:02:05Z,Bạc,12767868,7,2026-06-01
CUST0144,Phạm Quang Trang,phạm.quang.trang2004@outlook.com,0743098322,Nam,2004-04-19,Hà Nội,Hai Bà Trưng,"Số 96, Ngõ Cách mạng tháng 8",2025-11-09T23:40:02Z,Bạc,2621287,3,2026-06-25
CUST0145,Phạm Thị Dũng,phạm.thị.dũng1993@gmail.com,0945207586,Nữ,1993-05-09,Quảng Ninh,Đông Triều,"Số 150, Ngõ Hùng Vương",2026-01-18T08:25:08Z,VIP,38616958,23,2026-06-29
CUST0146,Vũ Hữu Hoa,vũ.hữu.hoa2007@email.com,0828666440,Nam,2007-06-17,Đà Nẵng,Hải Châu,"Số 165, Phố Lê Lợi",2026-03-27T08:47:03Z,Thường,3920972,2,2026-06-24
CUST0147,Đặng Thế Bình,đặng.thế.bình2002@outlook.com,0215548334,Nam,2002-09-22,Bắc Ninh,Tiên Du,"Số 66, Ngõ Trần Hưng Đạo",2026-02-23T20:43:39Z,Vàng,13031143,9,2026-06-10
CUST0148,Lê Thế Thủy,lê.thế.thủy2000@gmail.com,0218468452,Nam,2000-05-17,Bắc Ninh,Từ Sơn,"Số 78, Đường Cách mạng tháng 8",2025-12-24T02:41:14Z,Bạc,8711184,5,2026-06-15
CUST0149,Nguyễn Hồng Dũng,nguyễn.hồng.dũng1992@gmail.com,0663744109,Nữ,1992-09-28,Hồ Chí Minh,Quận 1,"Số 75, Ngõ Trần Hưng Đạo",2026-01-13T13:22:20Z,Thường,5314741,2,2026-05-29
CUST0150,Đỗ Hồng Dũng,đỗ.hồng.dũng2000@yahoo.com,0616759556,Nữ,2000-08-11,Bắc Ninh,Tiên Du,"Số 192, Đường Hùng Vương",2025-11-08T20:06:47Z,Bạc,8491985,4,2026-06-11
CUST0151,Dương Công Bình,dương.công.bình2005@yahoo.com,0933254593,Nam,2005-10-03,Hà Nội,Long Biên,"Số 14, Phố Nguyễn Trãi",2026-01-04T14:14:04Z,Vàng,14211332,7,2026-06-25
CUST0152,Đặng Hồng Linh,đặng.hồng.linh1998@gmail.com,0345379855,Nữ,1998-06-14,Hải Dương,Nam Sách,"Số 69, Đường Lê Lợi",2026-02-23T19:03:58Z,Thường,4667618,2,2026-06-18
CUST0153,Vũ Công Trang,vũ.công.trang2002@email.com,0623488424,Nam,2002-09-19,Thừa Thiên Huế,Hương Trà,"Số 121, Đường Cách mạng tháng 8",2026-03-03T04:26:21Z,Bạc,6805255,6,2026-06-22
CUST0154,Đặng Gia Trang,đặng.gia.trang1997@outlook.com,0893406190,Nam,1997-06-09,Cần Thơ,Cái Răng,"Số 18, Đường Nguyễn Trãi",2026-02-16T17:18:11Z,Bạc,7612669,3,2026-06-30
CUST0155,Lê Ngọc Nam,lê.ngọc.nam1997@email.com,0220424043,Nữ,1997-08-21,Bình Dương,Tân Uyên,"Số 197, Ngõ Lê Lợi",2025-11-19T06:57:33Z,VIP,35006080,21,2026-06-24
CUST0156,Lê Ngọc Thảo,lê.ngọc.thảo2001@email.com,0333347403,Nữ,2001-12-25,Hải Phòng,Hồng Bàng,"Số 127, Phố Hùng Vương",2026-02-26T11:12:24Z,Bạc,6714997,4,2026-06-16
CUST0157,Hồ Minh Bình,hồ.minh.bình2004@outlook.com,0792543303,Nữ,2004-08-22,Thừa Thiên Huế,Phong Điền,"Số 193, Đường Hùng Vương",2025-11-12T17:14:24Z,Thường,7549228,4,2026-06-04
CUST0158,Ngô Công Linh,ngô.công.linh2007@outlook.com,0214620475,Nam,2007-01-03,Thừa Thiên Huế,Huế,"Số 69, Phố Hùng Vương",2026-03-09T01:40:19Z,Thường,3294046,1,2026-06-18
CUST0159,Đặng Minh Lan,đặng.minh.lan2004@yahoo.com,0312330804,Nữ,2004-10-27,Hà Nội,Cầu Giấy,"Số 77, Ngõ Lê Lợi",2025-11-10T12:52:53Z,Bạc,16629942,7,2026-06-23
CUST0160,Dương Minh Thủy,dương.minh.thủy1998@gmail.com,0696480797,Nam,1998-12-19,Bình Dương,Thuận An,"Số 159, Ngõ Hùng Vương",2025-12-22T13:38:25Z,Bạc,11213826,3,2026-05-20
CUST0161,Phạm Công Linh,phạm.công.linh2007@gmail.com,0627312497,Nam,2007-02-24,Đà Nẵng,Thanh Khê,"Số 137, Ngõ Hùng Vương",2025-12-26T15:44:30Z,Bạc,7947665,7,2026-05-24
CUST0162,Nguyễn Thị Mai,nguyễn.thị.mai2006@gmail.com,0551948791,Nữ,2006-09-21,Đà Nẵng,Sơn Trà,"Số 59, Ngõ Cách mạng tháng 8",2026-03-05T17:03:59Z,Bạc,14083824,7,2026-06-09
CUST0163,Vũ Phương Tú,vũ.phương.tú2003@yahoo.com,0397575653,Nữ,2003-11-27,Cần Thơ,Cái Răng,"Số 99, Phố Hùng Vương",2026-03-10T02:11:27Z,Vàng,6668382,4,2026-06-03
CUST0164,Hồ Minh Hùng,hồ.minh.hùng2000@yahoo.com,0372981543,Nữ,2000-06-20,Thừa Thiên Huế,Phú Vang,"Số 176, Phố Hùng Vương",2026-01-20T19:03:32Z,Thường,1211811,1,2026-06-18
CUST0165,Bùi Thùy Lan,bùi.thùy.lan1990@email.com,0791457231,Nữ,1990-06-10,Bắc Ninh,Bắc Ninh,"Số 148, Phố Hùng Vương",2025-12-27T23:36:59Z,Bạc,13393506,7,2026-06-19
CUST0166,Nguyễn Đức Lan,nguyễn.đức.lan1998@yahoo.com,0188687268,Nam,1998-05-18,Bắc Ninh,Từ Sơn,"Số 98, Ngõ Cách mạng tháng 8",2026-03-14T22:34:36Z,VIP,20481236,15,2026-06-29
CUST0167,Vũ Minh Châu,vũ.minh.châu1999@gmail.com,0963743499,Nam,1999-04-11,Bình Dương,Tân Uyên,"Số 169, Phố Nguyễn Trãi",2026-01-01T16:30:00Z,Thường,4377678,3,2026-06-12
CUST0168,Nguyễn Công Trang,nguyễn.công.trang1993@email.com,0815195396,Nam,1993-03-05,Hải Phòng,Hồng Bàng,"Số 54, Ngõ Lê Lợi",2025-12-27T22:34:55Z,Thường,4549093,3,2026-04-29
CUST0169,Bùi Thanh Thủy,bùi.thanh.thủy2004@yahoo.com,0910346299,Nữ,2004-02-18,Bình Dương,Bến Cát,"Số 71, Đường Cách mạng tháng 8",2025-11-29T19:45:56Z,Bạc,3626319,4,2026-05-31
CUST0170,Phạm Hữu Linh,phạm.hữu.linh1997@yahoo.com,0894630862,Nam,1997-06-04,Hải Dương,Thanh Hà,"Số 169, Phố Nguyễn Trãi",2025-11-06T01:39:15Z,Thường,5708939,4,2026-06-29
CUST0171,Lê Thế Hoa,lê.thế.hoa2008@gmail.com,0749430132,Nam,2008-06-05,Hồ Chí Minh,Thủ Đức,"Số 199, Phố Hùng Vương",2026-03-22T01:46:44Z,Bạc,6506047,3,2026-06-19
CUST0172,Phạm Ngọc Thảo,phạm.ngọc.thảo2004@gmail.com,0442227280,Nữ,2004-08-18,Bắc Ninh,Tiên Du,"Số 21, Phố Trần Hưng Đạo",2026-01-07T05:19:44Z,Bạc,7875992,5,2026-06-06
CUST0173,Vũ Công Thảo,vũ.công.thảo2003@outlook.com,0935398365,Nam,2003-01-25,Cần Thơ,Bình Thủy,"Số 84, Phố Cách mạng tháng 8",2025-12-03T17:33:43Z,Thường,4080879,3,2026-05-29
CUST0174,Dương Phương Thủy,dương.phương.thủy1997@outlook.com,0649977300,Nữ,1997-09-20,Cần Thơ,Thốt Nốt,"Số 171, Ngõ Cách mạng tháng 8",2025-11-25T19:45:04Z,Bạc,11683760,6,2026-06-06
CUST0175,Lê Văn Châu,lê.văn.châu1999@outlook.com,0963295823,Nam,1999-11-17,Cần Thơ,Ninh Kiều,"Số 89, Đường Trần Hưng Đạo",2026-01-07T19:50:29Z,Thường,4505989,2,2026-06-11
CUST0176,Hoàng Thế Nam,hoàng.thế.nam2000@email.com,0112257279,Nam,2000-08-10,Cần Thơ,Thốt Nốt,"Số 29, Ngõ Cách mạng tháng 8",2025-12-17T02:02:04Z,Thường,3835973,3,2026-06-16
CUST0177,Hoàng Thu Tú,hoàng.thu.tú2004@yahoo.com,0130799345,Nữ,2004-02-14,Bắc Ninh,Từ Sơn,"Số 81, Phố Trần Hưng Đạo",2025-12-15T01:39:50Z,Bạc,13394347,7,2026-06-27
CUST0178,Hồ Văn Mai,hồ.văn.mai1999@gmail.com,0764087870,Nam,1999-07-10,Bắc Ninh,Từ Sơn,"Số 176, Phố Nguyễn Trãi",2025-12-06T20:50:09Z,Vàng,13999572,10,2026-05-31
CUST0179,Hồ Thu Vân,hồ.thu.vân2004@yahoo.com,0610356589,Nữ,2004-11-25,Cần Thơ,Phong Điền,"Số 76, Đường Hùng Vương",2026-02-24T00:07:50Z,Vàng,12743040,10,2026-06-26
CUST0180,Phạm Quang Mai,phạm.quang.mai1995@email.com,0919518571,Nam,1995-03-15,Hải Dương,Chí Linh,"Số 138, Đường Lê Lợi",2025-12-27T17:46:36Z,Thường,2566658,1,2026-04-12
CUST0181,Hoàng Đức Châu,hoàng.đức.châu2004@email.com,0817828559,Nam,2004-02-08,Bình Dương,Thuận An,"Số 112, Phố Cách mạng tháng 8",2025-11-23T06:41:00Z,Thường,12764589,5,2026-05-20
CUST0182,Vũ Phương Thủy,vũ.phương.thủy2002@yahoo.com,0880389475,Nữ,2002-01-22,Hải Dương,Thanh Hà,"Số 139, Ngõ Lê Lợi",2026-01-07T01:35:22Z,Bạc,4929279,2,2026-06-24
CUST0183,Bùi Đức Hùng,bùi.đức.hùng1999@gmail.com,0713255300,Nam,1999-04-24,Quảng Ninh,Cẩm Phả,"Số 135, Phố Trần Hưng Đạo",2026-03-21T05:45:32Z,Bạc,13960631,8,2026-06-20
CUST0184,Nguyễn Quang Trang,nguyễn.quang.trang1996@gmail.com,0337090143,Nam,1996-06-11,Cần Thơ,Phong Điền,"Số 138, Ngõ Cách mạng tháng 8",2026-01-12T03:18:31Z,Thường,5162983,2,2026-06-14
CUST0185,Dương Công Thủy,dương.công.thủy2004@email.com,0582645347,Nam,2004-01-10,Hà Nội,Long Biên,"Số 27, Ngõ Hùng Vương",2026-03-31T14:43:00Z,Bạc,7410147,4,2026-06-17
CUST0186,Hồ Thanh Nam,hồ.thanh.nam2004@yahoo.com,0229101662,Nữ,2004-07-15,Bình Dương,Thuận An,"Số 41, Đường Nguyễn Trãi",2026-03-19T11:19:48Z,Bạc,15241406,9,2026-06-21
CUST0187,Trần Đức Lan,trần.đức.lan2003@outlook.com,0864004632,Nam,2003-12-07,Bắc Ninh,Tiên Du,"Số 167, Phố Nguyễn Trãi",2025-12-04T18:34:07Z,Thường,3039797,1,2026-04-11
CUST0188,Vũ Thu Mai,vũ.thu.mai2000@email.com,0699390511,Nữ,2000-01-02,Hải Phòng,Đồ Sơn,"Số 40, Phố Nguyễn Trãi",2026-03-16T14:33:32Z,Vàng,11268304,6,2026-06-13
CUST0189,Hồ Thị Trang,hồ.thị.trang1996@outlook.com,0166939704,Nữ,1996-05-03,Hà Nội,Tây Hồ,"Số 108, Đường Hùng Vương",2025-11-22T16:10:20Z,Vàng,1729514,1,2026-05-26
CUST0190,Hồ Phương Mai,hồ.phương.mai2003@outlook.com,0981014237,Nữ,2003-10-15,Đà Nẵng,Hải Châu,"Số 33, Ngõ Cách mạng tháng 8",2026-01-13T07:48:35Z,Bạc,9034934,4,2026-06-08
CUST0191,Lê Ngọc Thủy,lê.ngọc.thủy2000@gmail.com,0181007092,Nữ,2000-03-12,Hà Nội,Đống Đa,"Số 97, Phố Cách mạng tháng 8",2025-11-19T09:11:55Z,Thường,7866106,3,2026-06-23
CUST0192,Dương Quang Vân,dương.quang.vân2005@email.com,0917527522,Nam,2005-04-27,Cần Thơ,Bình Thủy,"Số 52, Phố Hùng Vương",2026-01-31T14:30:26Z,Thường,1599645,2,2026-05-06
CUST0193,Đỗ Thu Hoa,đỗ.thu.hoa1996@email.com,0785631695,Nữ,1996-03-08,Hồ Chí Minh,Quận Bình Thạnh,"Số 10, Phố Nguyễn Trãi",2026-01-22T08:53:53Z,Bạc,14304995,8,2026-06-23
CUST0194,Phạm Minh Dũng,phạm.minh.dũng2003@yahoo.com,0289282203,Nam,2003-10-15,Hải Phòng,Hồng Bàng,"Số 91, Ngõ Nguyễn Trãi",2026-01-26T00:49:29Z,Thường,4983681,3,2026-05-15
CUST0195,Lê Công Vân,lê.công.vân1999@email.com,0758029586,Nam,1999-12-08,Hà Nội,Cầu Giấy,"Số 149, Phố Hùng Vương",2026-01-07T10:48:15Z,Thường,4216971,2,2026-05-15
CUST0196,Đỗ Hồng Dũng,đỗ.hồng.dũng1999@email.com,0199535815,Nữ,1999-02-17,Hải Dương,Thanh Hà,"Số 71, Ngõ Lê Lợi",2025-12-24T22:41:10Z,Vàng,45725436,14,2026-06-27
CUST0197,Vũ Hữu Thủy,vũ.hữu.thủy2006@yahoo.com,0358440449,Nam,2006-06-01,Cần Thơ,Phong Điền,"Số 184, Đường Hùng Vương",2026-01-29T00:54:25Z,Vàng,15228512,8,2026-06-20
CUST0198,Lê Thị Linh,lê.thị.linh1996@yahoo.com,0658117530,Nữ,1996-03-07,Hải Phòng,Kiến An,"Số 155, Ngõ Hùng Vương",2025-12-06T20:24:36Z,Bạc,3808745,6,2026-06-24
CUST0199,Phạm Gia Tú,phạm.gia.tú1998@outlook.com,0429777173,Nam,1998-11-23,Hải Dương,Thanh Hà,"Số 33, Đường Trần Hưng Đạo",2025-11-17T11:44:12Z,Thường,4663639,3,2026-06-05
CUST0200,Nguyễn Quang Vân,nguyễn.quang.vân1997@gmail.com,0720262895,Nam,1997-07-22,Hà Nội,Tây Hồ,"Số 10, Đường Trần Hưng Đạo",2025-11-25T05:54:11Z,Thường,1331047,1,2026-05-10
CUST0201,Vũ Thị Lan,vũ.thị.lan1995@yahoo.com,0193622659,Nữ,1995-06-17,Hồ Chí Minh,Quận Tân Bình,"Số 77, Đường Nguyễn Trãi",2026-01-12T20:28:32Z,Bạc,5851159,6,2026-06-12
CUST0202,Vũ Văn Mai,vũ.văn.mai2005@gmail.com,0318733259,Nam,2005-06-18,Bình Dương,Thuận An,"Số 126, Ngõ Nguyễn Trãi",2026-02-22T13:18:21Z,Thường,2966776,2,2026-06-24
CUST0203,Trần Quang Thủy,trần.quang.thủy1996@gmail.com,0295854397,Nam,1996-06-06,Hải Dương,Nam Sách,"Số 43, Ngõ Cách mạng tháng 8",2026-01-08T05:53:11Z,Vàng,11927949,8,2026-06-25
CUST0204,Lê Gia Mai,lê.gia.mai1992@yahoo.com,0963022468,Nam,1992-11-23,Bình Dương,Dĩ An,"Số 4, Ngõ Trần Hưng Đạo",2025-12-18T10:02:27Z,Bạc,19033624,8,2026-06-19
CUST0205,Hồ Minh Mai,hồ.minh.mai1998@gmail.com,0650908462,Nam,1998-08-02,Hồ Chí Minh,Quận 7,"Số 84, Ngõ Trần Hưng Đạo",2026-03-01T18:41:28Z,Thường,4795456,3,2026-06-12
CUST0206,Hoàng Ngọc Phúc,hoàng.ngọc.phúc1994@outlook.com,0319140814,Nữ,1994-12-25,Thừa Thiên Huế,Phú Vang,"Số 165, Đường Trần Hưng Đạo",2026-03-30T06:04:37Z,Vàng,29363770,12,2026-06-17
CUST0207,Bùi Ngọc Tú,bùi.ngọc.tú2001@yahoo.com,0540623820,Nữ,2001-11-16,Hồ Chí Minh,Quận 3,"Số 173, Phố Trần Hưng Đạo",2025-11-21T12:28:35Z,Vàng,25330284,12,2026-06-25
CUST0208,Trần Thu Thủy,trần.thu.thủy1990@email.com,0879965627,Nữ,1990-06-14,Hồ Chí Minh,Quận Tân Bình,"Số 13, Đường Trần Hưng Đạo",2025-12-08T17:34:25Z,VIP,28936319,16,2026-06-28
CUST0209,Bùi Phương Trang,bùi.phương.trang2004@gmail.com,0361015791,Nữ,2004-02-02,Hồ Chí Minh,Quận Tân Bình,"Số 189, Ngõ Trần Hưng Đạo",2026-02-16T23:41:12Z,Bạc,7464964,4,2026-05-12
CUST0210,Đặng Đức Anh,đặng.đức.anh1991@gmail.com,0286360782,Nam,1991-06-20,Bình Dương,Dĩ An,"Số 114, Đường Lê Lợi",2025-11-04T00:22:32Z,Thường,2241367,3,2026-06-24
CUST0211,Nguyễn Phương Hoa,nguyễn.phương.hoa1995@email.com,0647143967,Nữ,1995-11-17,Hải Phòng,Lê Chân,"Số 10, Phố Trần Hưng Đạo",2026-03-14T01:26:10Z,Bạc,9484359,6,2026-06-15
CUST0212,Đỗ Thế Dũng,đỗ.thế.dũng2006@outlook.com,0143632965,Nam,2006-03-09,Hải Phòng,Ngô Quyền,"Số 173, Phố Trần Hưng Đạo",2026-03-09T21:31:13Z,Bạc,7442675,4,2026-06-20
CUST0213,Phạm Văn Hoa,phạm.văn.hoa1994@gmail.com,0355218901,Nam,1994-12-21,Quảng Ninh,Uông Bí,"Số 84, Phố Lê Lợi",2025-12-09T08:12:07Z,Vàng,16566009,11,2026-06-21
CUST0214,Phạm Hữu Dũng,phạm.hữu.dũng1990@yahoo.com,0336630614,Nam,1990-11-15,Hà Nội,Tây Hồ,"Số 93, Phố Cách mạng tháng 8",2026-02-13T01:19:57Z,VIP,23768542,14,2026-06-20
CUST0215,Trần Minh Thủy,trần.minh.thủy1997@gmail.com,0256089154,Nữ,1997-06-16,Bắc Ninh,Tiên Du,"Số 187, Phố Trần Hưng Đạo",2026-03-15T06:19:32Z,Bạc,7270194,4,2026-06-04
CUST0216,Vũ Minh Linh,vũ.minh.linh1997@yahoo.com,0695333121,Nam,1997-02-20,Thừa Thiên Huế,Phú Vang,"Số 114, Ngõ Cách mạng tháng 8",2025-12-03T19:01:48Z,Thường,5586316,3,2026-05-10
CUST0217,Vũ Minh Trang,vũ.minh.trang2002@yahoo.com,0916486176,Nam,2002-04-03,Hồ Chí Minh,Quận 1,"Số 114, Đường Cách mạng tháng 8",2025-12-10T23:35:23Z,VIP,23929478,15,2026-06-24
CUST0218,Bùi Hồng Lan,bùi.hồng.lan1998@yahoo.com,0780548479,Nữ,1998-06-01,Thừa Thiên Huế,Hương Thủy,"Số 4, Phố Hùng Vương",2026-03-27T16:08:19Z,VIP,33382985,16,2026-06-24
CUST0219,Dương Minh Trang,dương.minh.trang1994@gmail.com,0239101661,Nữ,1994-02-02,Hải Phòng,Lê Chân,"Số 26, Đường Trần Hưng Đạo",2026-03-08T09:28:53Z,Thường,2200386,1,2026-04-17
CUST0220,Lê Thanh Vân,lê.thanh.vân2002@yahoo.com,0734148295,Nữ,2002-12-19,Bình Dương,Thuận An,"Số 182, Đường Hùng Vương",2026-01-02T02:37:52Z,Thường,3132107,3,2026-05-14
CUST0221,Dương Thế Mai,dương.thế.mai1996@email.com,0827363342,Nam,1996-11-03,Quảng Ninh,Uông Bí,"Số 163, Ngõ Nguyễn Trãi",2026-02-12T02:52:10Z,Bạc,9954515,6,2026-06-16
CUST0222,Hồ Công Thủy,hồ.công.thủy1996@email.com,0997806390,Nam,1996-06-19,Cần Thơ,Ninh Kiều,"Số 125, Phố Lê Lợi",2026-01-06T06:13:54Z,Bạc,10659419,4,2026-05-18
CUST0223,Hồ Thu Bình,hồ.thu.bình2003@yahoo.com,0312343550,Nữ,2003-02-02,Thừa Thiên Huế,Hương Trà,"Số 102, Đường Cách mạng tháng 8",2025-12-05T06:14:27Z,Thường,1257096,1,2026-04-17
CUST0224,Hoàng Thế Trang,hoàng.thế.trang1991@gmail.com,0291498807,Nam,1991-02-21,Quảng Ninh,Cẩm Phả,"Số 147, Phố Cách mạng tháng 8",2026-01-29T14:08:17Z,Thường,4534538,4,2026-06-10
CUST0225,Ngô Công Dũng,ngô.công.dũng1999@yahoo.com,0774593751,Nam,1999-01-19,Thừa Thiên Huế,Phú Vang,"Số 65, Ngõ Cách mạng tháng 8",2026-02-11T01:05:24Z,VIP,28637630,18,2026-06-30
CUST0226,Lê Hữu Thủy,lê.hữu.thủy2000@outlook.com,0155455297,Nam,2000-06-14,Thừa Thiên Huế,Phong Điền,"Số 98, Phố Cách mạng tháng 8",2025-12-20T23:50:39Z,VIP,22282437,13,2026-06-09
CUST0227,Hoàng Thanh Vân,hoàng.thanh.vân1990@gmail.com,0234605072,Nữ,1990-09-19,Thừa Thiên Huế,Huế,"Số 71, Phố Trần Hưng Đạo",2025-12-17T04:01:33Z,Thường,1650998,2,2026-04-15
CUST0228,Nguyễn Minh Thảo,nguyễn.minh.thảo1991@yahoo.com,0592664604,Nữ,1991-06-09,Đà Nẵng,Liên Chiểu,"Số 35, Ngõ Lê Lợi",2026-03-15T10:11:22Z,Bạc,5505020,3,2026-06-21
